service_date,role,assignee_name
2026-05-06,secondary,Bartosz Kowal
2026-05-07,late_shift,Tomasz Krawczyk
2026-05-07,primary,Dawid Lewandowski
2026-05-07,secondary,Tomasz Krawczyk
2026-05-08,late_shift,Julia Nowak
2026-05-08,primary,Bartosz Kowal
2026-05-08,secondary,Julia Nowak
2026-05-09,primary,Grzegorz Zieliński
2026-05-09,secondary,Elżbieta Kaczmarek
2026-05-10,primary,Grzegorz Zieliński
2026-05-10,secondary,Elżbieta Kaczmarek
2026-05-11,late_shift,Halina Szymańska
2026-05-11,primary,Tomasz Krawczyk
2026-05-11,secondary,Halina Szymańska
2026-05-12,late_shift,Igor Wójcik
2026-05-12,primary,Julia Nowak
2026-05-12,secondary,Igor Wójcik
2026-05-13,late_shift,Dawid Lewandowski
2026-05-13,primary,Bartosz Kowal
2026-05-13,secondary,Dawid Lewandowski
2026-05-14,late_shift,Tomasz Krawczyk
2026-05-14,primary,Celina Mazur
2026-05-14,secondary,Tomasz Krawczyk
2026-05-15,late_shift,Bartosz Kowal
2026-05-15,primary,Dawid Lewandowski
2026-05-15,secondary,Bartosz Kowal
2026-05-16,primary,Julia Nowak
2026-05-16,secondary,Halina Szymańska
2026-05-17,primary,Julia Nowak
2026-05-17,secondary,Halina Szymańska
2026-05-18,late_shift,Igor Wójcik
2026-05-18,primary,Tomasz Krawczyk
2026-05-18,secondary,Igor Wójcik
2026-05-19,late_shift,Celina Mazur
2026-05-19,primary,Anna Wróbel
2026-05-19,secondary,Grzegorz Zieliński
2026-05-20,late_shift,Julia Nowak
2026-05-20,primary,Bartosz Kowal
2026-05-20,secondary,Julia Nowak
2026-05-21,late_shift,Dawid Lewandowski
2026-05-21,primary,Celina Mazur
2026-05-21,secondary,Dawid Lewandowski
2026-05-22,late_shift,Tomasz Krawczyk
2026-05-22,primary,Halina Szymańska
2026-05-22,secondary,Tomasz Krawczyk
2026-05-23,primary,Dawid Lewandowski
2026-05-23,secondary,Bartosz Kowal
2026-05-24,primary,Dawid Lewandowski
2026-05-24,secondary,Bartosz Kowal
2026-05-25,late_shift,Julia Nowak
2026-05-25,primary,Tomasz Krawczyk
2026-05-25,secondary,Julia Nowak
2026-05-26,late_shift,Igor Wójcik
2026-05-26,primary,Anna Wróbel
2026-05-26,secondary,Igor Wójcik
2026-05-27,late_shift,Celina Mazur
2026-05-27,primary,Bartosz Kowal
2026-05-27,secondary,Grzegorz Zieliński
2026-05-28,late_shift,Anna Wróbel
2026-05-28,primary,Celina Mazur
2026-05-28,secondary,Anna Wróbel
2026-05-29,late_shift,Dawid Lewandowski
2026-05-29,primary,Halina Szymańska
2026-05-29,secondary,Dawid Lewandowski
2026-05-30,primary,Tomasz Krawczyk
2026-05-30,secondary,Julia Nowak
2026-05-31,primary,Tomasz Krawczyk
2026-05-31,secondary,Julia Nowak
2026-06-01,late_shift,Bartosz Kowal
2026-06-01,primary,Anna Wróbel
2026-06-01,secondary,Grzegorz Zieliński
2026-06-02,late_shift,Igor Wójcik
2026-06-02,primary,Bartosz Kowal
2026-06-02,secondary,Igor Wójcik
2026-06-03,late_shift,Tomasz Krawczyk
2026-06-03,primary,Celina Mazur
2026-06-03,secondary,Tomasz Krawczyk
2026-06-04,primary,Halina Szymańska
2026-06-04,secondary,Anna Wróbel
2026-06-05,late_shift,Dawid Lewandowski
2026-06-05,primary,Grzegorz Zieliński
2026-06-05,secondary,Dawid Lewandowski
2026-06-06,primary,Bartosz Kowal
2026-06-06,secondary,Elżbieta Kaczmarek
2026-06-07,primary,Bartosz Kowal
2026-06-07,secondary,Elżbieta Kaczmarek
2026-06-08,late_shift,Tomasz Krawczyk
2026-06-08,primary,Anna Wróbel
2026-06-08,secondary,Tomasz Krawczyk
2026-06-09,late_shift,Bartosz Kowal
2026-06-09,primary,Celina Mazur
2026-06-09,secondary,Grzegorz Zieliński
2026-06-10,late_shift,Halina Szymańska
2026-06-10,primary,Elżbieta Kaczmarek
2026-06-10,secondary,Halina Szymańska
2026-06-11,late_shift,Igor Wójcik
2026-06-11,primary,Grzegorz Zieliński
2026-06-11,secondary,Igor Wójcik
2026-06-12,late_shift,Dawid Lewandowski
2026-06-12,primary,Julia Nowak
2026-06-12,secondary,Dawid Lewandowski
2026-06-13,primary,Anna Wróbel
2026-06-13,secondary,Celina Mazur
2026-06-14,primary,Anna Wróbel
2026-06-14,secondary,Celina Mazur
2026-06-15,late_shift,Tomasz Krawczyk
2026-06-15,primary,Dawid Lewandowski
2026-06-15,secondary,Tomasz Krawczyk
2026-06-16,late_shift,Celina Mazur
2026-06-16,primary,Elżbieta Kaczmarek
2026-06-16,secondary,Grzegorz Zieliński
2026-06-17,late_shift,Anna Wróbel
2026-06-17,primary,Celina Mazur
2026-06-17,secondary,Anna Wróbel
2026-06-18,late_shift,Halina Szymańska
2026-06-18,primary,Grzegorz Zieliński
2026-06-18,secondary,Halina Szymańska
2026-06-19,late_shift,Igor Wójcik
2026-06-19,primary,Julia Nowak
2026-06-19,secondary,Igor Wójcik
2026-06-20,primary,Dawid Lewandowski
2026-06-20,secondary,Tomasz Krawczyk
2026-06-21,primary,Dawid Lewandowski
2026-06-21,secondary,Tomasz Krawczyk
2026-06-22,late_shift,Bartosz Kowal
2026-06-22,primary,Halina Szymańska
2026-06-22,secondary,Bartosz Kowal
2026-06-23,late_shift,Anna Wróbel
2026-06-23,primary,Celina Mazur
2026-06-23,secondary,Anna Wróbel
2026-06-24,late_shift,Dawid Lewandowski
2026-06-24,primary,Elżbieta Kaczmarek
2026-06-24,secondary,Dawid Lewandowski
2026-06-25,late_shift,Julia Nowak
2026-06-25,primary,Grzegorz Zieliński
2026-06-25,secondary,Julia Nowak
2026-06-26,late_shift,Igor Wójcik
2026-06-26,primary,Halina Szymańska
2026-06-26,secondary,Igor Wójcik
2026-06-27,primary,Julia Nowak
2026-06-27,secondary,Grzegorz Zieliński
2026-06-28,primary,Julia Nowak
2026-06-28,secondary,Grzegorz Zieliński
2026-06-29,late_shift,Halina Szymańska
2026-06-29,primary,Tomasz Krawczyk
2026-06-29,secondary,Halina Szymańska
2026-06-30,late_shift,Dawid Lewandowski
2026-06-30,primary,Celina Mazur
2026-06-30,secondary,Dawid Lewandowski
2026-07-01,late_shift,Bartosz Kowal
2026-07-01,primary,Elżbieta Kaczmarek
2026-07-01,secondary,Bartosz Kowal
2026-07-02,late_shift,Anna Wróbel
2026-07-02,primary,Grzegorz Zieliński
2026-07-02,secondary,Anna Wróbel
2026-07-03,late_shift,Elżbieta Kaczmarek
2026-07-03,primary,Halina Szymańska
2026-07-03,secondary,Elżbieta Kaczmarek
2026-07-04,primary,Tomasz Krawczyk
2026-07-04,secondary,Igor Wójcik
2026-07-05,primary,Tomasz Krawczyk
2026-07-05,secondary,Igor Wójcik
2026-07-06,late_shift,Julia Nowak
2026-07-06,primary,Bartosz Kowal
2026-07-06,secondary,Julia Nowak
2026-07-07,late_shift,Halina Szymańska
2026-07-07,primary,Celina Mazur
2026-07-07,secondary,Halina Szymańska
2026-07-08,late_shift,Dawid Lewandowski
2026-07-08,primary,Elżbieta Kaczmarek
2026-07-08,secondary,Dawid Lewandowski
2026-07-09,late_shift,Bartosz Kowal
2026-07-09,primary,Grzegorz Zieliński
2026-07-09,secondary,Bartosz Kowal
2026-07-10,late_shift,Anna Wróbel
2026-07-10,primary,Halina Szymańska
2026-07-10,secondary,Anna Wróbel
2026-07-11,primary,Celina Mazur
2026-07-11,secondary,Dawid Lewandowski
2026-07-12,primary,Celina Mazur
2026-07-12,secondary,Dawid Lewandowski
2026-07-13,late_shift,Elżbieta Kaczmarek
2026-07-13,primary,Anna Wróbel
2026-07-13,secondary,Elżbieta Kaczmarek
2026-07-14,late_shift,Julia Nowak
2026-07-14,primary,Bartosz Kowal
2026-07-14,secondary,Julia Nowak
2026-07-15,late_shift,Celina Mazur
2026-07-15,primary,Elżbieta Kaczmarek
2026-07-15,secondary,Celina Mazur
2026-07-16,late_shift,Halina Szymańska
2026-07-16,primary,Grzegorz Zieliński
2026-07-16,secondary,Halina Szymańska
2026-07-17,late_shift,Bartosz Kowal
2026-07-17,primary,Halina Szymańska
2026-07-17,secondary,Bartosz Kowal
2026-07-18,primary,Anna Wróbel
2026-07-18,secondary,Julia Nowak
2026-07-19,primary,Anna Wróbel
2026-07-19,secondary,Julia Nowak
2026-07-20,late_shift,Celina Mazur
2026-07-20,primary,Bartosz Kowal
2026-07-20,secondary,Celina Mazur
2026-07-21,late_shift,Elżbieta Kaczmarek
2026-07-21,primary,Dawid Lewandowski
2026-07-21,secondary,Elżbieta Kaczmarek
2026-07-22,late_shift,Anna Wróbel
2026-07-22,primary,Grzegorz Zieliński
2026-07-22,secondary,Anna Wróbel
2026-07-23,late_shift,Tomasz Krawczyk
2026-07-23,primary,Elżbieta Kaczmarek
2026-07-23,secondary,Tomasz Krawczyk
2026-07-24,late_shift,Bartosz Kowal
2026-07-24,primary,Halina Szymańska
2026-07-24,secondary,Bartosz Kowal
2026-07-25,primary,Grzegorz Zieliński
2026-07-25,secondary,Halina Szymańska
2026-07-26,primary,Grzegorz Zieliński
2026-07-26,secondary,Halina Szymańska
2026-07-27,late_shift,Anna Wróbel
2026-07-27,primary,Julia Nowak
2026-07-27,secondary,Anna Wróbel
2026-07-28,late_shift,Celina Mazur
2026-07-28,primary,Bartosz Kowal
2026-07-28,secondary,Celina Mazur
2026-07-29,late_shift,Elżbieta Kaczmarek
2026-07-29,primary,Dawid Lewandowski
2026-07-29,secondary,Grzegorz Zieliński
2026-07-30,late_shift,Tomasz Krawczyk
2026-07-30,primary,Elżbieta Kaczmarek
2026-07-30,secondary,Tomasz Krawczyk
2026-07-31,late_shift,Igor Wójcik
2026-07-31,primary,Halina Szymańska
2026-07-31,secondary,Igor Wójcik
2026-08-01,primary,Bartosz Kowal
2026-08-01,secondary,Elżbieta Kaczmarek
2026-08-02,primary,Bartosz Kowal
2026-08-02,secondary,Elżbieta Kaczmarek
2026-08-03,late_shift,Celina Mazur
2026-08-03,primary,Tomasz Krawczyk
2026-08-03,secondary,Grzegorz Zieliński
2026-08-04,late_shift,Anna Wróbel
2026-08-04,primary,Julia Nowak
2026-08-04,secondary,Anna Wróbel
2026-08-05,late_shift,Bartosz Kowal
2026-08-05,primary,Dawid Lewandowski
2026-08-05,secondary,Bartosz Kowal
2026-08-06,late_shift,Tomasz Krawczyk
2026-08-06,primary,Elżbieta Kaczmarek
2026-08-06,secondary,Tomasz Krawczyk
2026-08-07,late_shift,Celina Mazur
2026-08-07,primary,Halina Szymańska
2026-08-07,secondary,Celina Mazur
2026-08-08,primary,Julia Nowak
2026-08-08,secondary,Anna Wróbel
2026-08-09,primary,Julia Nowak
2026-08-09,secondary,Anna Wróbel
2026-08-10,late_shift,Igor Wójcik
2026-08-10,primary,Tomasz Krawczyk
2026-08-10,secondary,Igor Wójcik
2026-08-11,late_shift,Elżbieta Kaczmarek
2026-08-11,primary,Celina Mazur
2026-08-11,secondary,Grzegorz Zieliński
2026-08-12,late_shift,Bartosz Kowal
2026-08-12,primary,Dawid Lewandowski
2026-08-12,secondary,Bartosz Kowal
2026-08-13,late_shift,Tomasz Krawczyk
2026-08-13,primary,Elżbieta Kaczmarek
2026-08-13,secondary,Tomasz Krawczyk
2026-08-14,late_shift,Dawid Lewandowski
2026-08-14,primary,Halina Szymańska
2026-08-14,secondary,Dawid Lewandowski
2026-08-15,primary,Celina Mazur
2026-08-15,secondary,Bartosz Kowal
2026-08-16,primary,Celina Mazur
2026-08-16,secondary,Bartosz Kowal
2026-08-17,late_shift,Julia Nowak
2026-08-17,primary,Tomasz Krawczyk
2026-08-17,secondary,Julia Nowak
2026-08-18,late_shift,Elżbieta Kaczmarek
2026-08-18,primary,Anna Wróbel
2026-08-18,secondary,Grzegorz Zieliński
2026-08-19,late_shift,Celina Mazur
2026-08-19,primary,Dawid Lewandowski
2026-08-19,secondary,Celina Mazur
2026-08-20,late_shift,Halina Szymańska
2026-08-20,primary,Elżbieta Kaczmarek
2026-08-20,secondary,Halina Szymańska
2026-08-21,late_shift,Igor Wójcik
2026-08-21,primary,Tomasz Krawczyk
2026-08-21,secondary,Igor Wójcik
2026-08-22,primary,Halina Szymańska
2026-08-22,secondary,Dawid Lewandowski
2026-08-23,primary,Halina Szymańska
2026-08-23,secondary,Dawid Lewandowski
2026-08-24,late_shift,Tomasz Krawczyk
2026-08-24,primary,Anna Wróbel
2026-08-24,secondary,Tomasz Krawczyk
2026-08-25,late_shift,Celina Mazur
2026-08-25,primary,Elżbieta Kaczmarek
2026-08-25,secondary,Celina Mazur
2026-08-26,late_shift,Julia Nowak
2026-08-26,primary,Dawid Lewandowski
2026-08-26,secondary,Julia Nowak
2026-08-27,late_shift,Halina Szymańska
2026-08-27,primary,Grzegorz Zieliński
2026-08-27,secondary,Halina Szymańska
2026-08-28,late_shift,Igor Wójcik
2026-08-28,primary,Tomasz Krawczyk
2026-08-28,secondary,Igor Wójcik
2026-08-29,primary,Elżbieta Kaczmarek
2026-08-29,secondary,Grzegorz Zieliński
2026-08-30,primary,Elżbieta Kaczmarek
2026-08-30,secondary,Grzegorz Zieliński
