service_date,role,assignee_name
2026-02-01,primary,Tomasz Szymański
2026-02-01,secondary,Julia Nowak
2026-02-02,late_shift,Rafał Kamiński
2026-02-02,primary,Ola Zielińska
2026-02-02,secondary,Tomasz Szymański
2026-02-03,late_shift,Ola Zielińska
2026-02-03,primary,Ola Zielińska
2026-02-03,secondary,Tomasz Szymański
2026-02-04,late_shift,Rafał Kamiński
2026-02-04,primary,Ola Zielińska
2026-02-04,secondary,Tomasz Szymański
2026-02-05,late_shift,Piotr Lewandowski
2026-02-05,primary,Anna Kowalska
2026-02-05,secondary,Piotr Lewandowski
2026-02-06,late_shift,Piotr Lewandowski
2026-02-06,primary,Anna Kowalska
2026-02-06,secondary,Piotr Lewandowski
2026-02-07,primary,Anna Kowalska
2026-02-07,secondary,Magdalena Woźniak
2026-02-08,primary,Anna Kowalska
2026-02-08,secondary,Magdalena Woźniak
2026-02-09,late_shift,Katarzyna Dąbrowska
2026-02-09,primary,Julia Nowak
2026-02-09,secondary,Katarzyna Dąbrowska
2026-02-10,late_shift,Katarzyna Dąbrowska
2026-02-10,primary,Julia Nowak
2026-02-10,secondary,Katarzyna Dąbrowska
2026-02-11,late_shift,Katarzyna Dąbrowska
2026-02-11,primary,Julia Nowak
2026-02-11,secondary,Katarzyna Dąbrowska
2026-02-12,late_shift,Ola Zielińska
2026-02-12,primary,Piotr Lewandowski
2026-02-12,secondary,Ola Zielińska
2026-02-13,late_shift,Ola Zielińska
2026-02-13,primary,Piotr Lewandowski
2026-02-13,secondary,Ola Zielińska
2026-02-14,primary,Marek Wiśniewski
2026-02-14,secondary,Rafał Kamiński
2026-02-15,primary,Marek Wiśniewski
2026-02-15,secondary,Rafał Kamiński
2026-02-16,late_shift,Anna Kowalska
2026-02-16,primary,Katarzyna Dąbrowska
2026-02-16,secondary,Anna Kowalska
2026-02-17,late_shift,Anna Kowalska
2026-02-17,primary,Katarzyna Dąbrowska
2026-02-17,secondary,Anna Kowalska
2026-02-18,late_shift,Anna Kowalska
2026-02-18,primary,Katarzyna Dąbrowska
2026-02-18,secondary,Anna Kowalska
2026-02-19,late_shift,Marek Wiśniewski
2026-02-19,primary,Magdalena Woźniak
2026-02-19,secondary,Marek Wiśniewski
2026-02-20,late_shift,Marek Wiśniewski
2026-02-20,primary,Magdalena Woźniak
2026-02-20,secondary,Marek Wiśniewski
2026-02-21,primary,Ola Zielińska
2026-02-21,secondary,Piotr Lewandowski
2026-02-22,primary,Ola Zielińska
2026-02-22,secondary,Piotr Lewandowski
2026-02-23,late_shift,Rafał Kamiński
2026-02-23,primary,Julia Nowak
2026-02-23,secondary,Tomasz Szymański
2026-02-24,late_shift,Rafał Kamiński
2026-02-24,primary,Julia Nowak
2026-02-24,secondary,Tomasz Szymański
2026-02-25,late_shift,Ola Zielińska
2026-02-25,primary,Julia Nowak
2026-02-25,secondary,Tomasz Szymański
2026-02-26,late_shift,Magdalena Woźniak
2026-02-26,primary,Piotr Lewandowski
2026-02-26,secondary,Magdalena Woźniak
2026-02-27,late_shift,Magdalena Woźniak
2026-02-27,primary,Piotr Lewandowski
2026-02-27,secondary,Magdalena Woźniak
2026-02-28,primary,Katarzyna Dąbrowska
2026-02-28,secondary,Tomasz Szymański
2026-03-01,primary,Katarzyna Dąbrowska
2026-03-01,secondary,Tomasz Szymański
2026-03-02,late_shift,Julia Nowak
2026-03-02,primary,Magdalena Woźniak
2026-03-02,secondary,Julia Nowak
2026-03-03,late_shift,Julia Nowak
2026-03-03,primary,Magdalena Woźniak
2026-03-03,secondary,Julia Nowak
2026-03-04,late_shift,Julia Nowak
2026-03-04,primary,Magdalena Woźniak
2026-03-04,secondary,Julia Nowak
2026-03-05,late_shift,Marek Wiśniewski
2026-03-05,primary,Piotr Lewandowski
2026-03-05,secondary,Marek Wiśniewski
2026-03-06,late_shift,Marek Wiśniewski
2026-03-06,primary,Piotr Lewandowski
2026-03-06,secondary,Marek Wiśniewski
2026-03-07,primary,Anna Kowalska
2026-03-07,secondary,Julia Nowak
2026-03-08,primary,Anna Kowalska
2026-03-08,secondary,Julia Nowak
2026-03-09,late_shift,Piotr Lewandowski
2026-03-09,primary,Tomasz Szymański
2026-03-09,secondary,Piotr Lewandowski
2026-03-10,late_shift,Piotr Lewandowski
2026-03-10,primary,Tomasz Szymański
2026-03-10,secondary,Piotr Lewandowski
2026-03-11,late_shift,Piotr Lewandowski
2026-03-11,primary,Tomasz Szymański
2026-03-11,secondary,Piotr Lewandowski
2026-03-12,late_shift,Ola Zielińska
2026-03-12,primary,Marek Wiśniewski
2026-03-12,secondary,Ola Zielińska
2026-03-13,late_shift,Ola Zielińska
2026-03-13,primary,Marek Wiśniewski
2026-03-13,secondary,Ola Zielińska
2026-03-14,primary,Piotr Lewandowski
2026-03-14,secondary,Magdalena Woźniak
2026-03-15,primary,Piotr Lewandowski
2026-03-15,secondary,Magdalena Woźniak
2026-03-16,late_shift,Katarzyna Dąbrowska
2026-03-16,primary,Julia Nowak
2026-03-16,secondary,Katarzyna Dąbrowska
2026-03-17,late_shift,Katarzyna Dąbrowska
2026-03-17,primary,Julia Nowak
2026-03-17,secondary,Katarzyna Dąbrowska
2026-03-18,late_shift,Katarzyna Dąbrowska
2026-03-18,primary,Julia Nowak
2026-03-18,secondary,Katarzyna Dąbrowska
2026-03-19,late_shift,Anna Kowalska
2026-03-19,primary,Ola Zielińska
2026-03-19,secondary,Anna Kowalska
2026-03-20,late_shift,Anna Kowalska
2026-03-20,primary,Ola Zielińska
2026-03-20,secondary,Anna Kowalska
2026-03-21,primary,Tomasz Szymański
2026-03-21,secondary,Rafał Kamiński
2026-03-22,primary,Tomasz Szymański
2026-03-22,secondary,Rafał Kamiński
2026-03-23,late_shift,Ola Zielińska
2026-03-23,primary,Marek Wiśniewski
2026-03-23,secondary,Ola Zielińska
2026-03-24,late_shift,Ola Zielińska
2026-03-24,primary,Marek Wiśniewski
2026-03-24,secondary,Ola Zielińska
2026-03-25,late_shift,Ola Zielińska
2026-03-25,primary,Marek Wiśniewski
2026-03-25,secondary,Ola Zielińska
2026-03-26,late_shift,Marek Wiśniewski
2026-03-26,primary,Magdalena Woźniak
2026-03-26,secondary,Marek Wiśniewski
2026-03-27,late_shift,Marek Wiśniewski
2026-03-27,primary,Magdalena Woźniak
2026-03-27,secondary,Marek Wiśniewski
2026-03-28,primary,Katarzyna Dąbrowska
2026-03-28,secondary,Marek Wiśniewski
2026-03-29,primary,Katarzyna Dąbrowska
2026-03-29,secondary,Marek Wiśniewski
2026-03-30,late_shift,Anna Kowalska
2026-03-30,primary,Julia Nowak
2026-03-30,secondary,Anna Kowalska
2026-03-31,late_shift,Anna Kowalska
2026-03-31,primary,Julia Nowak
2026-03-31,secondary,Anna Kowalska
2026-04-01,late_shift,Anna Kowalska
2026-04-01,primary,Julia Nowak
2026-04-01,secondary,Anna Kowalska
2026-04-02,late_shift,Piotr Lewandowski
2026-04-02,primary,Bartosz Mazur
2026-04-02,secondary,Piotr Lewandowski
2026-04-03,late_shift,Piotr Lewandowski
2026-04-03,primary,Bartosz Mazur
2026-04-03,secondary,Piotr Lewandowski
2026-04-04,primary,Bartosz Mazur
2026-04-04,secondary,Ola Zielińska
2026-04-05,primary,Bartosz Mazur
2026-04-05,secondary,Ola Zielińska
2026-04-06,primary,Bartosz Mazur
2026-04-06,secondary,Ola Zielińska
2026-04-07,late_shift,Bartosz Mazur
2026-04-07,primary,Ola Zielińska
2026-04-07,secondary,Bartosz Mazur
2026-04-08,late_shift,Bartosz Mazur
2026-04-08,primary,Ola Zielińska
2026-04-08,secondary,Bartosz Mazur
2026-04-09,late_shift,Katarzyna Dąbrowska
2026-04-09,primary,Magdalena Woźniak
2026-04-09,secondary,Katarzyna Dąbrowska
2026-04-10,late_shift,Katarzyna Dąbrowska
2026-04-10,primary,Magdalena Woźniak
2026-04-10,secondary,Katarzyna Dąbrowska
2026-04-11,primary,Anna Kowalska
2026-04-11,secondary,Julia Nowak
2026-04-12,primary,Anna Kowalska
2026-04-12,secondary,Julia Nowak
2026-04-13,late_shift,Magdalena Woźniak
2026-04-13,primary,Marek Wiśniewski
2026-04-13,secondary,Magdalena Woźniak
2026-04-14,late_shift,Magdalena Woźniak
2026-04-14,primary,Marek Wiśniewski
2026-04-14,secondary,Magdalena Woźniak
2026-04-15,late_shift,Magdalena Woźniak
2026-04-15,primary,Marek Wiśniewski
2026-04-15,secondary,Magdalena Woźniak
2026-04-16,late_shift,Rafał Kamiński
2026-04-16,primary,Piotr Lewandowski
2026-04-16,secondary,Tomasz Szymański
2026-04-17,late_shift,Rafał Kamiński
2026-04-17,primary,Piotr Lewandowski
2026-04-17,secondary,Tomasz Szymański
2026-04-18,primary,Ola Zielińska
2026-04-18,secondary,Rafał Kamiński
2026-04-19,primary,Ola Zielińska
2026-04-19,secondary,Rafał Kamiński
2026-04-20,late_shift,Bartosz Mazur
2026-04-20,primary,Julia Nowak
2026-04-20,secondary,Bartosz Mazur
2026-04-21,late_shift,Bartosz Mazur
2026-04-21,primary,Julia Nowak
2026-04-21,secondary,Bartosz Mazur
2026-04-22,late_shift,Bartosz Mazur
2026-04-22,primary,Julia Nowak
2026-04-22,secondary,Bartosz Mazur
2026-04-23,late_shift,Piotr Lewandowski
2026-04-23,primary,Magdalena Woźniak
2026-04-23,secondary,Piotr Lewandowski
2026-04-24,late_shift,Piotr Lewandowski
2026-04-24,primary,Magdalena Woźniak
2026-04-24,secondary,Piotr Lewandowski
2026-04-25,primary,Tomasz Szymański
2026-04-25,secondary,Katarzyna Dąbrowska
2026-04-26,primary,Tomasz Szymański
2026-04-26,secondary,Katarzyna Dąbrowska
2026-04-27,late_shift,Marek Wiśniewski
2026-04-27,primary,Piotr Lewandowski
2026-04-27,secondary,Marek Wiśniewski
2026-04-28,late_shift,Marek Wiśniewski
2026-04-28,primary,Piotr Lewandowski
2026-04-28,secondary,Marek Wiśniewski
2026-04-29,late_shift,Rafał Kamiński
2026-04-29,primary,Katarzyna Dąbrowska
2026-04-29,secondary,Tomasz Szymański
2026-04-30,late_shift,Rafał Kamiński
2026-04-30,primary,Katarzyna Dąbrowska
2026-04-30,secondary,Tomasz Szymański
2026-05-01,primary,Marek Wiśniewski
2026-05-01,secondary,Piotr Lewandowski
2026-05-02,primary,Marek Wiśniewski
2026-05-02,secondary,Piotr Lewandowski
2026-05-03,primary,Marek Wiśniewski
2026-05-03,secondary,Piotr Lewandowski
2026-05-04,late_shift,Julia Nowak
2026-05-04,primary,Anna Kowalska
2026-05-04,secondary,Julia Nowak
2026-05-05,late_shift,Julia Nowak
2026-05-05,primary,Anna Kowalska
2026-05-05,secondary,Julia Nowak
2026-05-06,late_shift,Julia Nowak
2026-05-06,primary,Anna Kowalska
2026-05-06,secondary,Julia Nowak
2026-05-07,late_shift,Anna Kowalska
2026-05-07,primary,Magdalena Woźniak
2026-05-07,secondary,Anna Kowalska
2026-05-08,late_shift,Anna Kowalska
2026-05-08,primary,Magdalena Woźniak
2026-05-08,secondary,Anna Kowalska
2026-05-09,primary,Bartosz Mazur
2026-05-09,secondary,Magdalena Woźniak
2026-05-10,primary,Bartosz Mazur
2026-05-10,secondary,Magdalena Woźniak
2026-05-11,late_shift,Katarzyna Dąbrowska
2026-05-11,primary,Ola Zielińska
2026-05-11,secondary,Katarzyna Dąbrowska
2026-05-12,late_shift,Katarzyna Dąbrowska
2026-05-12,primary,Ola Zielińska
2026-05-12,secondary,Katarzyna Dąbrowska
2026-05-13,late_shift,Katarzyna Dąbrowska
2026-05-13,primary,Ola Zielińska
2026-05-13,secondary,Katarzyna Dąbrowska
2026-05-14,late_shift,Rafał Kamiński
2026-05-14,primary,Piotr Lewandowski
2026-05-14,secondary,Tomasz Szymański
2026-05-15,late_shift,Rafał Kamiński
2026-05-15,primary,Piotr Lewandowski
2026-05-15,secondary,Tomasz Szymański
2026-05-16,primary,Julia Nowak
2026-05-16,secondary,Anna Kowalska
2026-05-17,primary,Julia Nowak
2026-05-17,secondary,Anna Kowalska
2026-05-18,late_shift,Bartosz Mazur
2026-05-18,primary,Katarzyna Dąbrowska
2026-05-18,secondary,Bartosz Mazur
2026-05-19,late_shift,Bartosz Mazur
2026-05-19,primary,Katarzyna Dąbrowska
2026-05-19,secondary,Bartosz Mazur
2026-05-20,late_shift,Bartosz Mazur
2026-05-20,primary,Katarzyna Dąbrowska
2026-05-20,secondary,Bartosz Mazur
2026-05-21,late_shift,Marek Wiśniewski
2026-05-21,primary,Magdalena Woźniak
2026-05-21,secondary,Marek Wiśniewski
2026-05-22,late_shift,Marek Wiśniewski
2026-05-22,primary,Magdalena Woźniak
2026-05-22,secondary,Marek Wiśniewski
2026-05-23,primary,Tomasz Szymański
2026-05-23,secondary,Rafał Kamiński
2026-05-24,primary,Tomasz Szymański
2026-05-24,secondary,Rafał Kamiński
2026-05-25,late_shift,Ola Zielińska
2026-05-25,primary,Piotr Lewandowski
2026-05-25,secondary,Ola Zielińska
2026-05-26,late_shift,Ola Zielińska
2026-05-26,primary,Piotr Lewandowski
2026-05-26,secondary,Ola Zielińska
2026-05-27,late_shift,Ola Zielińska
2026-05-27,primary,Piotr Lewandowski
2026-05-27,secondary,Ola Zielińska
2026-05-28,late_shift,Magdalena Woźniak
2026-05-28,primary,Anna Kowalska
2026-05-28,secondary,Magdalena Woźniak
2026-05-29,late_shift,Magdalena Woźniak
2026-05-29,primary,Anna Kowalska
2026-05-29,secondary,Magdalena Woźniak
2026-05-30,primary,Katarzyna Dąbrowska
2026-05-30,secondary,Marek Wiśniewski
2026-05-31,primary,Katarzyna Dąbrowska
2026-05-31,secondary,Marek Wiśniewski
2026-06-01,late_shift,Rafał Kamiński
2026-06-01,primary,Ola Zielińska
2026-06-01,secondary,Tomasz Szymański
2026-06-02,late_shift,Piotr Lewandowski
2026-06-02,primary,Ola Zielińska
2026-06-02,secondary,Tomasz Szymański
2026-06-03,late_shift,Rafał Kamiński
2026-06-03,primary,Ola Zielińska
2026-06-03,secondary,Tomasz Szymański
2026-06-04,primary,Katarzyna Dąbrowska
2026-06-04,secondary,Julia Nowak
2026-06-05,late_shift,Anna Kowalska
2026-06-05,primary,Magdalena Woźniak
2026-06-05,secondary,Anna Kowalska
2026-06-06,primary,Magdalena Woźniak
2026-06-06,secondary,Bartosz Mazur
2026-06-07,primary,Magdalena Woźniak
2026-06-07,secondary,Bartosz Mazur
2026-06-08,late_shift,Katarzyna Dąbrowska
2026-06-08,primary,Julia Nowak
2026-06-08,secondary,Katarzyna Dąbrowska
2026-06-09,late_shift,Katarzyna Dąbrowska
2026-06-09,primary,Julia Nowak
2026-06-09,secondary,Katarzyna Dąbrowska
2026-06-10,late_shift,Katarzyna Dąbrowska
2026-06-10,primary,Julia Nowak
2026-06-10,secondary,Katarzyna Dąbrowska
2026-06-11,late_shift,Julia Nowak
2026-06-11,primary,Anna Kowalska
2026-06-11,secondary,Julia Nowak
2026-06-12,late_shift,Julia Nowak
2026-06-12,primary,Anna Kowalska
2026-06-12,secondary,Julia Nowak
2026-06-13,primary,Piotr Lewandowski
2026-06-13,secondary,Ola Zielińska
2026-06-14,primary,Piotr Lewandowski
2026-06-14,secondary,Ola Zielińska
2026-06-15,late_shift,Magdalena Woźniak
2026-06-15,primary,Bartosz Mazur
2026-06-15,secondary,Magdalena Woźniak
2026-06-16,late_shift,Magdalena Woźniak
2026-06-16,primary,Bartosz Mazur
2026-06-16,secondary,Magdalena Woźniak
2026-06-17,late_shift,Magdalena Woźniak
2026-06-17,primary,Bartosz Mazur
2026-06-17,secondary,Magdalena Woźniak
2026-06-18,late_shift,Piotr Lewandowski
2026-06-18,primary,Marek Wiśniewski
2026-06-18,secondary,Piotr Lewandowski
2026-06-19,late_shift,Piotr Lewandowski
2026-06-19,primary,Marek Wiśniewski
2026-06-19,secondary,Piotr Lewandowski
2026-06-20,primary,Anna Kowalska
2026-06-20,secondary,Julia Nowak
2026-06-21,primary,Anna Kowalska
2026-06-21,secondary,Julia Nowak
2026-06-22,late_shift,Anna Kowalska
2026-06-22,primary,Tomasz Szymański
2026-06-22,secondary,Anna Kowalska
2026-06-23,late_shift,Anna Kowalska
2026-06-23,primary,Tomasz Szymański
2026-06-23,secondary,Anna Kowalska
2026-06-24,late_shift,Anna Kowalska
2026-06-24,primary,Tomasz Szymański
2026-06-24,secondary,Anna Kowalska
2026-06-25,late_shift,Rafał Kamiński
2026-06-25,primary,Ola Zielińska
2026-06-25,secondary,Tomasz Szymański
2026-06-26,late_shift,Marek Wiśniewski
2026-06-26,primary,Ola Zielińska
2026-06-26,secondary,Tomasz Szymański
2026-06-27,primary,Marek Wiśniewski
2026-06-27,secondary,Rafał Kamiński
2026-06-28,primary,Marek Wiśniewski
2026-06-28,secondary,Rafał Kamiński
2026-06-29,late_shift,Marek Wiśniewski
2026-06-29,primary,Julia Nowak
2026-06-29,secondary,Marek Wiśniewski
2026-06-30,late_shift,Marek Wiśniewski
2026-06-30,primary,Julia Nowak
2026-06-30,secondary,Marek Wiśniewski
2026-07-01,late_shift,Marek Wiśniewski
2026-07-01,primary,Julia Nowak
2026-07-01,secondary,Marek Wiśniewski
2026-07-02,late_shift,Bartosz Mazur
2026-07-02,primary,Magdalena Woźniak
2026-07-02,secondary,Bartosz Mazur
2026-07-03,late_shift,Bartosz Mazur
2026-07-03,primary,Magdalena Woźniak
2026-07-03,secondary,Bartosz Mazur
2026-07-04,primary,Ola Zielińska
2026-07-04,secondary,Katarzyna Dąbrowska
2026-07-05,primary,Ola Zielińska
2026-07-05,secondary,Katarzyna Dąbrowska
2026-07-06,late_shift,Piotr Lewandowski
2026-07-06,primary,Bartosz Mazur
2026-07-06,secondary,Piotr Lewandowski
2026-07-07,late_shift,Piotr Lewandowski
2026-07-07,primary,Bartosz Mazur
2026-07-07,secondary,Piotr Lewandowski
2026-07-08,late_shift,Piotr Lewandowski
2026-07-08,primary,Bartosz Mazur
2026-07-08,secondary,Piotr Lewandowski
2026-07-09,late_shift,Ola Zielińska
2026-07-09,primary,Tomasz Szymański
2026-07-09,secondary,Ola Zielińska
2026-07-10,late_shift,Ola Zielińska
2026-07-10,primary,Tomasz Szymański
2026-07-10,secondary,Ola Zielińska
2026-07-11,primary,Piotr Lewandowski
2026-07-11,secondary,Bartosz Mazur
2026-07-12,primary,Piotr Lewandowski
2026-07-12,secondary,Bartosz Mazur
2026-07-13,late_shift,Rafał Kamiński
2026-07-13,primary,Katarzyna Dąbrowska
2026-07-13,secondary,Tomasz Szymański
2026-07-14,late_shift,Julia Nowak
2026-07-14,primary,Katarzyna Dąbrowska
2026-07-14,secondary,Tomasz Szymański
2026-07-15,late_shift,Rafał Kamiński
2026-07-15,primary,Katarzyna Dąbrowska
2026-07-15,secondary,Tomasz Szymański
2026-07-16,late_shift,Magdalena Woźniak
2026-07-16,primary,Anna Kowalska
2026-07-16,secondary,Magdalena Woźniak
2026-07-17,late_shift,Magdalena Woźniak
2026-07-17,primary,Anna Kowalska
2026-07-17,secondary,Magdalena Woźniak
2026-07-18,primary,Tomasz Szymański
2026-07-18,secondary,Magdalena Woźniak
2026-07-19,primary,Tomasz Szymański
2026-07-19,secondary,Magdalena Woźniak
2026-07-20,late_shift,Anna Kowalska
2026-07-20,primary,Julia Nowak
2026-07-20,secondary,Anna Kowalska
2026-07-21,late_shift,Anna Kowalska
2026-07-21,primary,Julia Nowak
2026-07-21,secondary,Anna Kowalska
2026-07-22,late_shift,Anna Kowalska
2026-07-22,primary,Julia Nowak
2026-07-22,secondary,Anna Kowalska
2026-07-23,late_shift,Julia Nowak
2026-07-23,primary,Magdalena Woźniak
2026-07-23,secondary,Julia Nowak
2026-07-24,late_shift,Julia Nowak
2026-07-24,primary,Magdalena Woźniak
2026-07-24,secondary,Julia Nowak
2026-07-25,primary,Anna Kowalska
2026-07-25,secondary,Rafał Kamiński
2026-07-26,primary,Anna Kowalska
2026-07-26,secondary,Rafał Kamiński
2026-07-27,late_shift,Ola Zielińska
2026-07-27,primary,Bartosz Mazur
2026-07-27,secondary,Ola Zielińska
2026-07-28,late_shift,Ola Zielińska
2026-07-28,primary,Bartosz Mazur
2026-07-28,secondary,Ola Zielińska
2026-07-29,late_shift,Ola Zielińska
2026-07-29,primary,Bartosz Mazur
2026-07-29,secondary,Ola Zielińska
2026-07-30,late_shift,Katarzyna Dąbrowska
2026-07-30,primary,Marek Wiśniewski
2026-07-30,secondary,Katarzyna Dąbrowska
2026-07-31,late_shift,Katarzyna Dąbrowska
2026-07-31,primary,Marek Wiśniewski
2026-07-31,secondary,Katarzyna Dąbrowska
2026-08-01,primary,Julia Nowak
2026-08-01,secondary,Marek Wiśniewski
2026-08-02,primary,Julia Nowak
2026-08-02,secondary,Marek Wiśniewski
2026-08-03,late_shift,Rafał Kamiński
2026-08-03,primary,Magdalena Woźniak
2026-08-03,secondary,Tomasz Szymański
2026-08-04,late_shift,Bartosz Mazur
2026-08-04,primary,Magdalena Woźniak
2026-08-04,secondary,Tomasz Szymański
2026-08-05,late_shift,Rafał Kamiński
2026-08-05,primary,Magdalena Woźniak
2026-08-05,secondary,Tomasz Szymański
2026-08-06,late_shift,Piotr Lewandowski
2026-08-06,primary,Ola Zielińska
2026-08-06,secondary,Piotr Lewandowski
2026-08-07,late_shift,Piotr Lewandowski
2026-08-07,primary,Ola Zielińska
2026-08-07,secondary,Piotr Lewandowski
2026-08-08,primary,Katarzyna Dąbrowska
2026-08-08,secondary,Magdalena Woźniak
2026-08-09,primary,Katarzyna Dąbrowska
2026-08-09,secondary,Magdalena Woźniak
2026-08-10,late_shift,Bartosz Mazur
2026-08-10,primary,Marek Wiśniewski
2026-08-10,secondary,Bartosz Mazur
2026-08-11,late_shift,Bartosz Mazur
2026-08-11,primary,Marek Wiśniewski
2026-08-11,secondary,Bartosz Mazur
2026-08-12,late_shift,Bartosz Mazur
2026-08-12,primary,Marek Wiśniewski
2026-08-12,secondary,Bartosz Mazur
2026-08-13,late_shift,Julia Nowak
2026-08-13,primary,Piotr Lewandowski
2026-08-13,secondary,Julia Nowak
2026-08-14,late_shift,Julia Nowak
2026-08-14,primary,Piotr Lewandowski
2026-08-14,secondary,Julia Nowak
2026-08-15,primary,Bartosz Mazur
2026-08-15,secondary,Piotr Lewandowski
2026-08-16,primary,Bartosz Mazur
2026-08-16,secondary,Piotr Lewandowski
2026-08-17,late_shift,Anna Kowalska
2026-08-17,primary,Tomasz Szymański
2026-08-17,secondary,Anna Kowalska
2026-08-18,late_shift,Anna Kowalska
2026-08-18,primary,Tomasz Szymański
2026-08-18,secondary,Anna Kowalska
2026-08-19,late_shift,Anna Kowalska
2026-08-19,primary,Tomasz Szymański
2026-08-19,secondary,Anna Kowalska
2026-08-20,late_shift,Marek Wiśniewski
2026-08-20,primary,Ola Zielińska
2026-08-20,secondary,Marek Wiśniewski
2026-08-21,late_shift,Marek Wiśniewski
2026-08-21,primary,Ola Zielińska
2026-08-21,secondary,Marek Wiśniewski
2026-08-22,primary,Ola Zielińska
2026-08-22,secondary,Tomasz Szymański
2026-08-23,primary,Ola Zielińska
2026-08-23,secondary,Tomasz Szymański
2026-08-24,late_shift,Katarzyna Dąbrowska
2026-08-24,primary,Magdalena Woźniak
2026-08-24,secondary,Katarzyna Dąbrowska
2026-08-25,late_shift,Katarzyna Dąbrowska
2026-08-25,primary,Magdalena Woźniak
2026-08-25,secondary,Katarzyna Dąbrowska
2026-08-26,late_shift,Katarzyna Dąbrowska
2026-08-26,primary,Magdalena Woźniak
2026-08-26,secondary,Katarzyna Dąbrowska
2026-08-27,late_shift,Ola Zielińska
2026-08-27,primary,Piotr Lewandowski
2026-08-27,secondary,Ola Zielińska
2026-08-28,late_shift,Ola Zielińska
2026-08-28,primary,Piotr Lewandowski
2026-08-28,secondary,Ola Zielińska
2026-08-29,primary,Anna Kowalska
2026-08-29,secondary,Julia Nowak
2026-08-30,primary,Anna Kowalska
2026-08-30,secondary,Julia Nowak
2026-08-31,late_shift,Magdalena Woźniak
2026-08-31,primary,Marek Wiśniewski
2026-08-31,secondary,Magdalena Woźniak
2026-09-01,late_shift,Magdalena Woźniak
2026-09-01,primary,Marek Wiśniewski
2026-09-01,secondary,Magdalena Woźniak
2026-09-02,late_shift,Magdalena Woźniak
2026-09-02,primary,Marek Wiśniewski
2026-09-02,secondary,Magdalena Woźniak
2026-09-03,late_shift,Marek Wiśniewski
2026-09-03,primary,Katarzyna Dąbrowska
2026-09-03,secondary,Marek Wiśniewski
2026-09-04,late_shift,Marek Wiśniewski
2026-09-04,primary,Katarzyna Dąbrowska
2026-09-04,secondary,Marek Wiśniewski
2026-09-05,primary,Tomasz Szymański
2026-09-05,secondary,Rafał Kamiński
2026-09-06,primary,Tomasz Szymański
2026-09-06,secondary,Rafał Kamiński
