service_date,role,assignee_name
2026-05-26,primary,Filip Górski
2026-05-26,secondary,Grażyna Wilk
2026-05-27,late_shift,Cezary Dudek
2026-05-27,primary,Iwona Sadowska
2026-05-27,secondary,Cezary Dudek
2026-05-28,late_shift,Filip Górski
2026-05-28,primary,Dorota Pawlak
2026-05-28,secondary,Filip Górski
2026-05-29,late_shift,Adam Nowicki
2026-05-29,primary,Grażyna Wilk
2026-05-29,secondary,Adam Nowicki
2026-05-30,primary,Jakub Polak
2026-05-30,secondary,Emil Zając
2026-05-31,primary,Jakub Polak
2026-05-31,secondary,Emil Zając
2026-06-01,late_shift,Beata Lis
2026-06-01,primary,Iwona Sadowska
2026-06-01,secondary,Beata Lis
2026-06-02,late_shift,Filip Górski
2026-06-02,primary,Cezary Dudek
2026-06-02,secondary,Filip Górski
2026-06-03,late_shift,Grażyna Wilk
2026-06-03,primary,Dorota Pawlak
2026-06-03,secondary,Grażyna Wilk
2026-06-04,primary,Filip Górski
2026-06-04,secondary,Cezary Dudek
2026-06-05,late_shift,Adam Nowicki
2026-06-05,primary,Grażyna Wilk
2026-06-05,secondary,Adam Nowicki
2026-06-06,primary,Iwona Sadowska
2026-06-06,secondary,Grażyna Wilk
2026-06-07,primary,Iwona Sadowska
2026-06-07,secondary,Grażyna Wilk
2026-06-08,late_shift,Jakub Polak
2026-06-08,primary,Dorota Pawlak
2026-06-08,secondary,Jakub Polak
2026-06-09,late_shift,Beata Lis
2026-06-09,primary,Cezary Dudek
2026-06-09,secondary,Beata Lis
2026-06-10,late_shift,Adam Nowicki
2026-06-10,primary,Hubert Baran
2026-06-10,secondary,Adam Nowicki
2026-06-11,late_shift,Filip Górski
2026-06-11,primary,Dorota Pawlak
2026-06-11,secondary,Filip Górski
2026-06-12,late_shift,Jakub Polak
2026-06-12,primary,Adam Nowicki
2026-06-12,secondary,Jakub Polak
2026-06-13,primary,Cezary Dudek
2026-06-13,secondary,Filip Górski
2026-06-14,primary,Cezary Dudek
2026-06-14,secondary,Filip Górski
2026-06-15,late_shift,Beata Lis
2026-06-15,primary,Grażyna Wilk
2026-06-15,secondary,Beata Lis
2026-06-16,late_shift,Jakub Polak
2026-06-16,primary,Hubert Baran
2026-06-16,secondary,Jakub Polak
2026-06-17,late_shift,Adam Nowicki
2026-06-17,primary,Dorota Pawlak
2026-06-17,secondary,Adam Nowicki
2026-06-18,late_shift,Beata Lis
2026-06-18,primary,Emil Zając
2026-06-18,secondary,Beata Lis
2026-06-19,late_shift,Hubert Baran
2026-06-19,primary,Grażyna Wilk
2026-06-19,secondary,Hubert Baran
2026-06-20,primary,Adam Nowicki
2026-06-20,secondary,Dorota Pawlak
2026-06-21,primary,Adam Nowicki
2026-06-21,secondary,Dorota Pawlak
2026-06-22,late_shift,Iwona Sadowska
2026-06-22,primary,Jakub Polak
2026-06-22,secondary,Iwona Sadowska
2026-06-23,late_shift,Cezary Dudek
2026-06-23,primary,Beata Lis
2026-06-23,secondary,Cezary Dudek
2026-06-24,late_shift,Hubert Baran
2026-06-24,primary,Emil Zając
2026-06-24,secondary,Hubert Baran
2026-06-25,late_shift,Jakub Polak
2026-06-25,primary,Filip Górski
2026-06-25,secondary,Jakub Polak
2026-06-26,late_shift,Beata Lis
2026-06-26,primary,Hubert Baran
2026-06-26,secondary,Beata Lis
2026-06-27,primary,Grażyna Wilk
2026-06-27,secondary,Emil Zając
2026-06-28,primary,Grażyna Wilk
2026-06-28,secondary,Emil Zając
2026-06-29,late_shift,Iwona Sadowska
2026-06-29,primary,Filip Górski
2026-06-29,secondary,Iwona Sadowska
2026-06-30,late_shift,Cezary Dudek
2026-06-30,primary,Jakub Polak
2026-06-30,secondary,Cezary Dudek
2026-07-01,late_shift,Adam Nowicki
2026-07-01,primary,Beata Lis
2026-07-01,secondary,Adam Nowicki
2026-07-02,late_shift,Hubert Baran
2026-07-02,primary,Dorota Pawlak
2026-07-02,secondary,Hubert Baran
2026-07-03,late_shift,Jakub Polak
2026-07-03,primary,Iwona Sadowska
2026-07-03,secondary,Jakub Polak
2026-07-04,primary,Hubert Baran
2026-07-04,secondary,Beata Lis
2026-07-05,primary,Hubert Baran
2026-07-05,secondary,Beata Lis
2026-07-06,late_shift,Iwona Sadowska
2026-07-06,primary,Filip Górski
2026-07-06,secondary,Iwona Sadowska
2026-07-07,late_shift,Cezary Dudek
2026-07-07,primary,Dorota Pawlak
2026-07-07,secondary,Cezary Dudek
2026-07-08,late_shift,Adam Nowicki
2026-07-08,primary,Emil Zając
2026-07-08,secondary,Adam Nowicki
2026-07-09,late_shift,Iwona Sadowska
2026-07-09,primary,Jakub Polak
2026-07-09,secondary,Iwona Sadowska
2026-07-10,late_shift,Jakub Polak
2026-07-10,primary,Filip Górski
2026-07-10,secondary,Jakub Polak
2026-07-11,primary,Iwona Sadowska
2026-07-11,secondary,Cezary Dudek
2026-07-12,primary,Iwona Sadowska
2026-07-12,secondary,Cezary Dudek
2026-07-13,late_shift,Adam Nowicki
2026-07-13,primary,Dorota Pawlak
2026-07-13,secondary,Adam Nowicki
2026-07-14,late_shift,Grażyna Wilk
2026-07-14,primary,Emil Zając
2026-07-14,secondary,Grażyna Wilk
2026-07-15,late_shift,Hubert Baran
2026-07-15,primary,Jakub Polak
2026-07-15,secondary,Hubert Baran
2026-07-16,late_shift,Jakub Polak
2026-07-16,primary,Beata Lis
2026-07-16,secondary,Jakub Polak
2026-07-17,late_shift,Adam Nowicki
2026-07-17,primary,Filip Górski
2026-07-17,secondary,Adam Nowicki
2026-07-18,primary,Dorota Pawlak
2026-07-18,secondary,Filip Górski
2026-07-19,primary,Dorota Pawlak
2026-07-19,secondary,Filip Górski
2026-07-20,late_shift,Grażyna Wilk
2026-07-20,primary,Emil Zając
2026-07-20,secondary,Grażyna Wilk
2026-07-21,late_shift,Hubert Baran
2026-07-21,primary,Beata Lis
2026-07-21,secondary,Hubert Baran
2026-07-22,late_shift,Iwona Sadowska
2026-07-22,primary,Jakub Polak
2026-07-22,secondary,Iwona Sadowska
2026-07-23,late_shift,Jakub Polak
2026-07-23,primary,Cezary Dudek
2026-07-23,secondary,Jakub Polak
2026-07-24,late_shift,Dorota Pawlak
2026-07-24,primary,Adam Nowicki
2026-07-24,secondary,Emil Zając
2026-07-25,primary,Jakub Polak
2026-07-25,secondary,Adam Nowicki
2026-07-26,primary,Jakub Polak
2026-07-26,secondary,Adam Nowicki
2026-07-27,late_shift,Hubert Baran
2026-07-27,primary,Grażyna Wilk
2026-07-27,secondary,Hubert Baran
2026-07-28,late_shift,Grażyna Wilk
2026-07-28,primary,Beata Lis
2026-07-28,secondary,Grażyna Wilk
2026-07-29,late_shift,Iwona Sadowska
2026-07-29,primary,Emil Zając
2026-07-29,secondary,Iwona Sadowska
2026-07-30,late_shift,Dorota Pawlak
2026-07-30,primary,Cezary Dudek
2026-07-30,secondary,Dorota Pawlak
2026-07-31,late_shift,Beata Lis
2026-07-31,primary,Filip Górski
2026-07-31,secondary,Beata Lis
2026-08-01,primary,Emil Zając
2026-08-01,secondary,Grażyna Wilk
2026-08-02,primary,Emil Zając
2026-08-02,secondary,Grażyna Wilk
2026-08-03,late_shift,Iwona Sadowska
2026-08-03,primary,Hubert Baran
2026-08-03,secondary,Iwona Sadowska
2026-08-04,late_shift,Hubert Baran
2026-08-04,primary,Beata Lis
2026-08-04,secondary,Hubert Baran
2026-08-05,late_shift,Dorota Pawlak
2026-08-05,primary,Cezary Dudek
2026-08-05,secondary,Dorota Pawlak
2026-08-06,late_shift,Jakub Polak
2026-08-06,primary,Filip Górski
2026-08-06,secondary,Jakub Polak
2026-08-07,late_shift,Beata Lis
2026-08-07,primary,Adam Nowicki
2026-08-07,secondary,Beata Lis
2026-08-08,primary,Cezary Dudek
2026-08-08,secondary,Hubert Baran
2026-08-09,primary,Cezary Dudek
2026-08-09,secondary,Hubert Baran
2026-08-10,late_shift,Dorota Pawlak
2026-08-10,primary,Grażyna Wilk
2026-08-10,secondary,Emil Zając
2026-08-11,late_shift,Dorota Pawlak
2026-08-11,primary,Iwona Sadowska
2026-08-11,secondary,Dorota Pawlak
2026-08-12,late_shift,Iwona Sadowska
2026-08-12,primary,Beata Lis
2026-08-12,secondary,Iwona Sadowska
2026-08-13,late_shift,Jakub Polak
2026-08-13,primary,Filip Górski
2026-08-13,secondary,Jakub Polak
2026-08-14,late_shift,Filip Górski
2026-08-14,primary,Adam Nowicki
2026-08-14,secondary,Emil Zając
2026-08-15,primary,Beata Lis
2026-08-15,secondary,Dorota Pawlak
2026-08-16,primary,Beata Lis
2026-08-16,secondary,Dorota Pawlak
2026-08-17,late_shift,Cezary Dudek
2026-08-17,primary,Grażyna Wilk
2026-08-17,secondary,Cezary Dudek
2026-08-18,late_shift,Iwona Sadowska
2026-08-18,primary,Filip Górski
2026-08-18,secondary,Iwona Sadowska
2026-08-19,late_shift,Jakub Polak
2026-08-19,primary,Hubert Baran
2026-08-19,secondary,Jakub Polak
2026-08-20,late_shift,Filip Górski
2026-08-20,primary,Adam Nowicki
2026-08-20,secondary,Filip Górski
2026-08-21,late_shift,Dorota Pawlak
2026-08-21,primary,Iwona Sadowska
2026-08-21,secondary,Emil Zając
2026-08-22,primary,Adam Nowicki
2026-08-22,secondary,Jakub Polak
2026-08-23,primary,Adam Nowicki
2026-08-23,secondary,Jakub Polak
2026-08-24,late_shift,Cezary Dudek
2026-08-24,primary,Grażyna Wilk
2026-08-24,secondary,Cezary Dudek
2026-08-25,late_shift,Beata Lis
2026-08-25,primary,Hubert Baran
2026-08-25,secondary,Beata Lis
2026-08-26,late_shift,Filip Górski
2026-08-26,primary,Dorota Pawlak
2026-08-26,secondary,Filip Górski
2026-08-27,late_shift,Grażyna Wilk
2026-08-27,primary,Iwona Sadowska
2026-08-27,secondary,Emil Zając
2026-08-28,late_shift,Iwona Sadowska
2026-08-28,primary,Filip Górski
2026-08-28,secondary,Iwona Sadowska
2026-08-29,primary,Filip Górski
2026-08-29,secondary,Iwona Sadowska
2026-08-30,primary,Filip Górski
2026-08-30,secondary,Iwona Sadowska
2026-08-31,late_shift,Cezary Dudek
2026-08-31,primary,Grażyna Wilk
2026-08-31,secondary,Cezary Dudek
2026-09-01,late_shift,Beata Lis
2026-09-01,primary,Hubert Baran
2026-09-01,secondary,Beata Lis
2026-09-02,late_shift,Adam Nowicki
2026-09-02,primary,Dorota Pawlak
2026-09-02,secondary,Adam Nowicki
2026-09-03,late_shift,Grażyna Wilk
2026-09-03,primary,Emil Zając
2026-09-03,secondary,Grażyna Wilk
2026-09-04,late_shift,Cezary Dudek
2026-09-04,primary,Jakub Polak
2026-09-04,secondary,Cezary Dudek
2026-09-05,primary,Grażyna Wilk
2026-09-05,secondary,Emil Zając
2026-09-06,primary,Grażyna Wilk
2026-09-06,secondary,Emil Zając
